score,axis,metric,fair_vs_gt,fair_vs_score,rsb_gap,rsb_gap_ci_lo,rsb_gap_ci_hi
apache2,sex,ppg,0.0016343696839039024,0.005162699230096268,0.003528329546192366,0.00014086361291877972,0.01054445505578131
apache2,sex,cal_gap,0.0031412610403435738,0.017838679788414323,0.01469741874807075,0.008350527813797314,0.01950287296366595
apache2,sex,auroc_gap,0.006874071914737989,0.009046575367117393,0.002172503452379404,0.0001544198250606199,0.010339193920158536
apache2,sex,ece_gap,0.00583297150452719,0.015011552109367998,0.009178580604840808,0.0031022421211616795,0.015396339989546433
apache2,age_group,eod,0.7061815057615185,0.852244143080896,0.14606263731937752,0.08108430894019616,0.180421035696935
apache2,age_group,ppg,0.03787623282525515,0.08655397554446598,0.048677742719210826,0.01784495092918475,0.0728032617964362
apache2,age_group,cal_gap,0.024614250141519987,0.15100465248478762,0.12639040234326762,0.10223792909790834,0.1471439352457425
apache2,age_group,auroc_gap,0.09998862864710234,0.10953294747588493,0.009544318828782594,0.00036346407441915923,0.028513876777678644
apache2,age_group,ece_gap,0.23848843638045383,0.18079750383446416,0.05769093254598967,0.04534341780353647,0.07089130375014141
apache2,diag_type,eod,0.06547308932111001,0.076934431527659,0.011461342206548986,0.0010263485339317459,0.04079198897570925
apache2,diag_type,ppg,0.03718384300947156,0.012695008306897959,0.024488834702573598,0.0030812668789124394,0.04243616830240534
apache2,diag_type,cal_gap,0.01536459819950386,0.04184839031044537,0.026483792110941512,0.016078281694821006,0.03615774200772178
apache2,diag_type,auroc_gap,0.0327778995436796,0.021187446778419772,0.011590452765259829,0.0010248198298860895,0.0381770526058341
apache2,diag_type,ece_gap,0.012880338101140115,0.05102985946085642,0.038149521359716304,0.02758834727026652,0.05074489571344538
news2,race_cat,eod,0.08462397414340794,0.09590945076517254,0.0112854766217646,0.000731553568763007,0.06425216948112221
news2,race_cat,ppg,0.025714519054178903,0.06854070472336171,0.04282618566918281,0.004282377109608919,0.07239059453732459
news2,race_cat,cal_gap,0.024191572822900825,0.06888973276312982,0.04469815994022899,0.028323707679896164,0.06600108285896532
news2,race_cat,auroc_gap,0.020456149177869976,0.025226551587519186,0.00477040240964921,0.0004664536017562393,0.03169882456834409
news2,race_cat,ece_gap,0.023624084075154844,0.06448869785107697,0.040864613775922126,0.030575939643133678,0.056884735782779916
news2,sex,eod,0.02251291361542107,0.01793304681687799,0.004579866798543081,0.00025424872528537624,0.017164727193452477
news2,sex,ppg,0.0016343696839039024,0.0032005084680358786,0.0015661387841319763,0.00010366312614220885,0.00801949605279059
news2,sex,cal_gap,0.0031412610403435738,0.015647514652751653,0.01250625361240808,0.006941054622169547,0.018707088576002864
news2,sex,auroc_gap,0.006874071914737989,0.014235652789036934,0.007361580874298945,0.0004449682549333256,0.015622888017721989
news2,sex,ece_gap,0.00583297150452719,0.01472824490350405,0.00889527339897686,0.0015011716848833223,0.01529657099320564
news2,age_group,eod,0.7061815057615185,1.1156222832284441,0.40944077746692564,0.3468714127616202,0.43960830152578373
news2,age_group,ppg,0.03787623282525515,0.1784274304751189,0.14055119764986373,0.10764733196456037,0.16395487939020648
news2,age_group,cal_gap,0.024614250141519987,0.30607385003030496,0.281459599888785,0.2594453698499116,0.2944551664351024
news2,age_group,auroc_gap,0.09998862864710234,0.04264904539441239,0.05733958325268995,0.03482286555393329,0.08051257724681507
news2,age_group,ece_gap,0.23848843638045383,0.21078884377858098,0.027699592601872852,0.011373611811193838,0.04500152636154273
news2,diag_type,eod,0.06547308932111001,0.08130818731698822,0.015835097995878206,0.0009702960916960824,0.04518431085871296
news2,diag_type,ppg,0.03718384300947156,0.03032342957397305,0.006860413435498508,0.00038464333227186264,0.027550751041511883
news2,diag_type,cal_gap,0.01536459819950386,0.03886471369532181,0.02350011549581795,0.01341114534180271,0.03395896732704821
news2,diag_type,auroc_gap,0.0327778995436796,0.029697770579006466,0.0030801289646731345,0.0005715999883849716,0.03136232339358621
news2,diag_type,ece_gap,0.012880338101140115,0.024377884007612094,0.011497545906471979,0.002218487496371307,0.022291249333423843
