score,axis1,group1,axis2,group2,subgroup,auroc,auprc,brier,cal_slope,cal_intercept,n,prevalence,auroc_ci_lo,auroc_ci_hi
news2,sex,Male,age_group,70-79,Male x 70-79,0.7145929339477727,0.3178533909916515,0.09414982986641332,1.0686491773161146,0.009688425467534595,176,0.11931818181818182,0.5940645866754418,0.8189213447433481
news2,sex,Male,age_group,60-69,Male x 60-69,0.7419642857142857,0.2244517543859649,0.04702701644537653,0.8738720457964568,-0.02124997535297163,148,0.05405405405405406,0.5803493780233308,0.8996885470347127
news2,sex,Male,age_group,50-59,Male x 50-59,0.7488708220415538,0.25360150262718345,0.06010383732833059,0.6671595853006689,0.0005023323254995937,132,0.06818181818181818,0.5753796155149052,0.8856134102875596
news2,sex,Male,age_group,80+,Male x 80+,0.7547651463580668,0.44563974089230374,0.14005369381491645,1.978298653452388,0.002496635165241373,139,0.18705035971223022,0.6516594245126853,0.8549534522646778
news2,sex,Female,diag_type,Medical,Female x Medical,0.7658109332527938,0.2609525117123351,0.08133704792257693,1.1486801891588088,-0.009527428527829868,428,0.10046728971962617,0.6857572709768034,0.8332071452206213
news2,sex,Male,diag_type,Medical,Male x Medical,0.7402276565138532,0.24993456704389905,0.08080011015084516,0.9055493606062682,0.011593021691293767,601,0.09816971713810316,0.6807344291222797,0.795853090476867
news2,sex,Male,diag_type,Cardiac,Male x Cardiac,0.6041666666666666,0.2272911051212938,0.05157917122970263,0.3114476667178123,0.01820763233145186,110,0.05454545454545454,0.43029050989554707,0.8221183800623056
news2,age_group,70-79,diag_type,Medical,70-79 x Medical,0.7215653153153154,0.2967229501212512,0.0986225120162083,1.1753766770374083,0.001177954475607812,254,0.12598425196850394,0.6270896470644871,0.8180395080334218
news2,age_group,60-69,diag_type,Medical,60-69 x Medical,0.6385836385836385,0.10165465266532082,0.06415649971892984,0.3378952283298041,0.02977235056689067,202,0.06435643564356436,0.49408944720635833,0.770307343000642
news2,age_group,50-59,diag_type,Medical,50-59 x Medical,0.8401826484018264,0.3810119680998459,0.05936602977836043,0.9340449296109896,-0.020303864555041726,158,0.0759493670886076,0.7228574156935502,0.9345897331349917
news2,age_group,80+,diag_type,Medical,80+ x Medical,0.7581388648804378,0.392727761557138,0.1370725137746786,1.639075145930563,0.0271889321308737,217,0.17972350230414746,0.6732891351775693,0.8332453394630289
